SITE FOLDER NAME,COUNTY,LATITUDE,LONGITUDE,FIRST YEAR,LAST YEAR,NUMBER OF MONTHS WITH OBSERVATIONS,NUMBER OF GAPS
KILPATRICK-HILLS-GREENSIDE,DUNBARTONSHIRE,55.9474,-4.4404,1906,1960,658,2
KILPATRICK-HILLS-JAW-RES,DUNBARTONSHIRE,55.9507,-4.4102,1906,1960,657,3
KILPATRICK-HILLS-LOCH-COCHNO,DUNBARTONSHIRE,55.9577,-4.4219,1906,1960,656,4
KILSYTH-FAUGHLIN-RES,STIRLINGSHIRE,56.0242,-4.0216,1893,1960,811,5
KILSYTH-INNSBRIDGE,STIRLINGSHIRE,55.9792,-4.0273,1901,1955,660,0
KILTON-SOMERSET,SOMERSET,51.1879,-3.1971,1831,1858,332,4
KILVE-COURT,SOMERSET,51.1772,-3.2202,1912,1960,587,1
KIMBOLTON-GRANTSFIELD,HEREFORDSHIRE,52.2388,-2.6956,1913,1960,576,0
KINBRACE-HRS,SUTHERLAND,58.2573,-3.9405,1877,1885,96,12
KINCARDINE-TULLIALLAN,FIFE,56.0738,-3.7109,1913,1960,553,23
KINDERSCOUT-HAYFIELD,DERBYSHIRE,53.4104,-1.9022,1839,1841,27,9
KINETON-FENNY-COMPTON,WARWICKSHIRE,52.1638,-1.3913,1879,1898,228,12
KINFAUNS-CASTLE,PERTHSHIRE,56.3884,-3.3782,1811,1903,440,676
KINFAUNS-MANSE,PERTHSHIRE,56.3854,-3.3465,1811,1825,123,57
KINGS-LYNN-MANURE-WORKS,NORFOLK,52.7425,0.3998,1917,1960,528,0
KINGSBRIDGE-BURTON,DEVON,50.2451,-3.8393,1866,1923,689,7
KINGSBRIDGE-FORE-ST-HILL,DEVON,50.2849,-3.7775,1866,1925,448,272
KINGSBRIDGE-THE-KNOWLE,DEVON,50.2881,-3.7772,1857,1866,109,11
KINGSKERSWELL-FLUDER,DEVON,50.4939,-3.5658,1889,1915,287,37
KINGSTEIGNTON-TEIGNBRIDGE-HOUSE,DEVON,50.5504,-3.6119,1875,1904,360,0
KINGSTON-COUNTY-HALL,SURREY,51.4051,-0.3047,1899,1938,480,0
KINGSTON-HALL-LOUGHBOROUGH,NOTTINGHAMSHIRE,52.8453,-1.2472,1866,1960,635,505
KINGSTON-SEWAGE-WORKS,SURREY,51.4168,-0.3059,1889,1960,864,0
KINGSWINFORD-ASHWOOD-PUMPING-STATION,STAFFORDSHIRE,52.4879,-2.1988,1919,1960,504,0
KINGSWOOD-MARGERY-HALL-RES,SURREY,51.2588,-0.2071,1913,1960,575,1
KINGTON-GRAVEL-HILL,HEREFORDSHIRE,52.2049,-3.0272,1896,1923,336,0
KINGTON-LYNHALES,HEREFORDSHIRE,52.1909,-2.9888,1870,1945,793,119
KINGUSSIE,INVERNESS,57.0824,-4.0475,1841,1958,798,618
KINLOCHQUOICH,INVERNESS,57.0508,-5.3469,1908,1960,547,89
KINLOSS,MORAY (ELGIN),57.6328,-3.5675,1896,1919,288,0
KINLOSS-RAF-AIRFIELD-STATION,MORAY (ELGIN),57.6428,-3.5612,1950,1960,132,0
KINNAIRD-HEAD,ABERDEENSHIRE,57.6973,-2.0050,1813,1960,1757,19
KINROSS-TURFHILLS,KINROSS,56.2093,-3.4433,1877,1906,360,0
KIPPEN-ARNGOMERY,STIRLINGSHIRE,56.1273,-4.1944,1896,1950,645,15
KIRKBY-LONSDALE,WESTMORLAND,54.2020,-2.5969,1863,1932,756,84
KIRKBY-LONSDALE-BARBON-MANOR,WESTMORLAND,54.2396,-2.5554,1896,1943,576,0
KIRKBY-LONSDALE-BIGGINS,WESTMORLAND,54.1984,-2.6125,1864,1885,262,2
KIRKBY-LONSDALE-CASTERTON,WESTMORLAND,54.2072,-2.5764,1864,1924,529,203
KIRKBY-LONSDALE-WHELPRIGG,WESTMORLAND,54.2260,-2.5630,1865,1884,238,2
KIRKBY-MALZEARD-BAGWITH-BRAE,YORKSHIRE WEST RIDING,54.1668,-1.7028,1889,1960,860,4
KIRKBY-MALZEARD-DROVERS-INN,YORKSHIRE WEST RIDING,54.1452,-1.6754,1890,1960,852,0
KIRKBY-MALZEARD-HAMBLETON-HILL,YORKSHIRE WEST RIDING,54.1526,-1.7580,1890,1960,850,2
KIRKBY-MALZEARD-HAWSETT,YORKSHIRE WEST RIDING,54.1528,-1.7188,1889,1960,860,4
KIRKBY-MALZEARD-STONE-AND-EARS-WHAM,YORKSHIRE WEST RIDING,54.1686,-1.7418,1889,1960,856,8
KIRKBY-MOORSIDE-RAVENSWYKE,YORKSHIRE NORTH RIDING,54.2765,-0.9173,1918,1960,514,2
KIRKBY-STEPHEN-REDMAN-HOUSE,WESTMORLAND,54.4741,-2.3503,1865,1960,1152,0
KIRKCOWAN-CRAIGLAW,WIGTOWNSHIRE,54.9149,-4.6444,1920,1960,473,19
KIRKCUDBRIGHT-BALMAE,KIRKCUDBRIGHTSHIRE,54.7817,-4.0478,1894,1920,273,51
KIRKCUDBRIGHT-SENWICK,KIRKCUDBRIGHTSHIRE,54.7891,-4.1368,1889,1924,151,281
KIRKHAM-WEETON,LANCASHIRE,53.8024,-2.9186,1869,1960,1098,6
KIRKMICHAEL-BALLINTUIM-HOUSE,PERTHSHIRE,56.6737,-3.4589,1900,1955,665,7
KIRKPATRICK-DURHAM-GLENLAIR,KIRKCUDBRIGHTSHIRE,55.0288,-3.9446,1891,1926,424,8
KIRKPATRICK-JUXTA,DUMFRIESSHIRE,55.2985,-3.4468,1854,1879,250,62
KIRKSTEAD,LINCOLNSHIRE,53.1440,-0.2270,1889,1905,195,9
KIRKSTONE-PASS,WESTMORLAND,54.4643,-2.9254,1866,1887,180,84
KIRKWALL,ORKNEY,58.9835,-2.9551,1860,1921,673,71
KIRKWHELPINGTON,NORTHUMBERLAND,55.1539,-2.0047,1929,1960,379,5
KIRMOND,LINCOLNSHIRE,53.4170,-0.2180,1906,1929,272,16
KIRRIEMUIR-BALNAKEILLY,ANGUS (FORFAR),56.6848,-3.1753,1880,1960,972,0
KIRRIEMUIR-BARNY,ANGUS (FORFAR),56.7562,-3.2266,1895,1960,537,255
KIRRIEMUIR-GLENDAMFF,ANGUS (FORFAR),56.7956,-3.2328,1895,1960,518,274
KIRRIEMUIR-GLENDYE,ANGUS (FORFAR),56.7494,-3.1381,1895,1960,528,264
KIRRIEMUIR-GLENHEAD,ANGUS (FORFAR),56.7691,-3.1910,1928,1960,388,8
KIRRIEMUIR-LINTRATHEN,ANGUS (FORFAR),56.6730,-3.1876,1876,1960,1012,8
KIRRIEMUIR-LONGDRUM,ANGUS (FORFAR),56.7431,-3.1820,1895,1960,536,256
KIRROUGHTREE-FOREST,KIRKCUDBRIGHTSHIRE,54.9600,-4.4208,1933,1960,330,6
KIRTON,LINCOLNSHIRE,52.9250,-0.0630,1938,1960,276,0
KIRTON-AGRICULTURAL-INSTITUTE,LINCOLNSHIRE,52.9280,-0.0620,1927,1949,264,12
KIRTON-IN-LINDSEY,LINCOLNSHIRE,53.4790,-0.5940,1947,1960,163,5
KITLANDS-DORKING,SURREY,51.1800,-0.3504,1852,1864,151,5
KNARESBOROUGH-CONYNGHAM-HALL,YORKSHIRE WEST RIDING,54.0106,-1.4796,1885,1900,185,7
KNARESBOROUGH-FARNHAM,YORKSHIRE WEST RIDING,54.0393,-1.4701,1871,1906,425,7
KNARESBOROUGH-WATER-TOWER,YORKSHIRE WEST RIDING,54.0052,-1.4705,1907,1960,648,0
KNIGHTWICK-SANATORIUM,WORCESTERSHIRE,52.2089,-2.3891,1910,1945,421,11
KNOCKADERRY,WATERFORD,52.2142,-7.2938,1885,1940,658,14
KNOCKANDO-MIX,MORAY (ELGIN),57.4647,-3.3266,1864,1936,317,559
KNOCKHOLT-KENT-WW,KENT,51.3049,0.1031,1888,1960,867,9
KNOWBURY-CLEE-HILLS-LUDLOW,SHROPSHIRE,52.3723,-2.6316,1852,1875,288,0
KNYPERSLEY-CONGLETON,STAFFORDSHIRE,53.0894,-2.1582,1863,1907,540,0
LADY-CLOUGH-MOOR,DERBYSHIRE,53.4283,-1.8359,1906,1960,654,6
LAGGAN-GERGASK,INVERNESS,57.0207,-4.2863,1922,1960,462,6
LAGGAN-OF-DEE,KIRKCUDBRIGHTSHIRE,55.0453,-4.2365,1939,1960,254,10
LAGGAN-SCHOOL-HOUSE,INVERNESS,57.0196,-4.2878,1865,1880,192,0
LAIRG,SUTHERLAND,58.0295,-4.4011,1870,1949,764,196
LAIRG-HRS,SUTHERLAND,58.0019,-4.3995,1872,1891,226,14
LAKE-ALLEN-DOWRA,CAVAN,54.1903,-8.0146,1876,1894,107,121
LAKE-COWLYD-CAPEL-CURIG,CAERNARFONSHIRE,53.1605,-3.8822,1892,1960,529,299
LAKE-COWLYD-FFRITH-FAWR-B,CAERNARFONSHIRE,53.1452,-3.9122,1907,1960,610,38
LAKE-COWLYD-FFRITH-GARREG-WEN,CAERNARFONSHIRE,53.1528,-3.8872,1910,1960,597,15
LAKE-EIGIAU-DAM-SITE,CAERNARFONSHIRE,53.1641,-3.9101,1908,1960,620,16
LAKE-VYRNWY,MONTGOMERYSHIRE,52.7588,-3.4566,1889,1960,858,6
LAKE-VYRNWY-BANK-CYNON-ISAF,MONTGOMERYSHIRE,52.7618,-3.4544,1880,1960,972,0
LAKE-VYRNWY-CARREG-GOCH,MONTGOMERYSHIRE,52.8010,-3.5160,1900,1960,715,17
LAKE-VYRNWY-CRAIG-Y-GRIBBIN,MONTGOMERYSHIRE,52.7812,-3.5300,1900,1942,515,1
LAKE-VYRNWY-EUNANT-BRIDGE,MONTGOMERYSHIRE,52.7892,-3.5407,1900,1960,731,1
LAKE-VYRNWY-HOEL-Y-FRIDD-ONE,MONTGOMERYSHIRE,52.7813,-3.5226,1880,1959,726,234
LAKE-VYRNWY-HOEL-Y-FRIDD-TWO,MONTGOMERYSHIRE,52.7813,-3.5196,1900,1960,730,2
LAKE-VYRNWY-LLWYN-RHIW,MONTGOMERYSHIRE,52.7741,-3.5209,1900,1960,724,8
LAKE-VYRNWY-TY-UCHAF,MONTGOMERYSHIRE,52.7817,-3.4870,1900,1960,724,8
LAMBAY,DUBLIN,53.4924,-6.0265,1906,1940,419,1
LAMBEG-GLENMORE-HOUSE,ANTRIM,54.5273,-6.0265,1927,1954,295,41
LAMBETH,SURREY,51.4949,-0.1197,1765,1792,324,12
LAMBETH-BRIXTON-HILL-RES,LONDON COUNTY,51.4527,-0.1233,1909,1960,624,0
LAMBETH-BROCKWELL-PARK,LONDON COUNTY,51.4506,-0.1089,1904,1960,677,7
LAMBOURN-CLARIONVILLE,BERKSHIRE,51.5125,-1.5100,1905,1925,248,4
LAMINGTON,LANARKSHIRE,55.5611,-3.6172,1892,1953,625,119
LAMINGTON-COWGILL-RES,LANARKSHIRE,55.5428,-3.5721,1904,1960,684,0
LAMMERMUIR-HILLS-LAMMERLOCH-RES,EAST LOTHIAN (HADDINGTON),55.8613,-2.7764,1904,1960,642,42
LAMMERMUIR-HILLS-STOBSHEIL,EAST LOTHIAN (HADDINGTON),55.8504,-2.7986,1911,1960,600,0
LAMMERMUIR-HILLS-WEST-HOPES,EAST LOTHIAN (HADDINGTON),55.8554,-2.7108,1923,1960,456,0
LAMPETER-FALCONDALE,CARDIGANSHIRE,52.1206,-4.0974,1906,1951,550,2
LAMPETER-ST-DAVIDS,CARDIGANSHIRE,52.1138,-4.0766,1855,1883,323,25
LANARK-BARONALD,LANARKSHIRE,55.6811,-3.7952,1866,1878,144,12
LANARK-RHYBER-LODGE,LANARKSHIRE,55.6784,-3.7779,1897,1920,287,1
LANARK-RIDGE-PARK,LANARKSHIRE,55.6808,-3.7874,1870,1884,180,0
LANARK-SUNNYSIDE,LANARKSHIRE,55.6765,-3.8085,1869,1871,36,0
LANCASTER,LANCASHIRE,54.0526,-2.7975,1784,1849,204,588
LANCASTER-BLEA-TARN-RES,LANCASHIRE,54.0182,-2.7722,1901,1960,702,18
LANCASTER-CATON,LANCASHIRE,54.0743,-2.7091,1852,1923,464,400
LANCASTER-ELLEL,LANCASHIRE,53.9776,-2.7924,1800,1817,214,2
LANCASTER-ESCOWBECK,LANCASHIRE,54.0706,-2.7273,1867,1936,620,220
LANCASTER-GREG-OBSERVATORY,LANCASHIRE,54.0442,-2.7849,1893,1939,558,6
LANCASTER-HEST-BANK,LANCASHIRE,54.0916,-2.8070,1848,1896,541,47
LANCASTER-SOUTH-ROAD,LANCASHIRE,54.0429,-2.7977,1861,1892,380,4
LANCASTER-WRAY,LANCASHIRE,54.1036,-2.6102,1877,1919,509,7
LANDFORD-NORTHLANDS,WILTSHIRE,50.9861,-1.6452,1866,1949,1008,0
LANGBANK-EAST-BANK,RENFREWSHIRE,55.9217,-4.5808,1899,1930,374,10
LANGDALE-HEAD,WESTMORLAND,54.4435,-3.1126,1845,1869,127,173
LANGHAM,NORFOLK,52.9306,0.9861,1918,1953,394,38
LANGHOLM,DUMFRIESSHIRE,55.1587,-3.0107,1773,1875,280,956
LANGHOLM-ARKLETON,DUMFRIESSHIRE,55.2134,-2.9736,1916,1951,423,9
LANGHOLM-BURNFOOT,DUMFRIESSHIRE,55.2580,-2.9613,1882,1918,444,0
LANGHOLM-DROVE-ROAD,DUMFRIESSHIRE,55.1516,-2.9995,1887,1935,577,11
LANGHOLM-EWES-SCHOOL,DUMFRIESSHIRE,55.2070,-2.9923,1855,1946,1052,52
LANGHOLM-WESTWATER,DUMFRIESSHIRE,55.1293,-3.0931,1878,1912,380,40
LANGLEY-BOTTOMS-RES,CHESHIRE,53.2405,-2.0854,1920,1960,491,1
LANGPORT-HUISH-EPISCOPI,SOMERSET,51.0440,-2.8173,1888,1926,364,104
LANGPORT-THE-GRANGE,SOMERSET,51.0339,-2.8471,1903,1954,614,10
LANGSETT-MOOR-BORDER-HILL,YORKSHIRE WEST RIDING,53.5063,-1.7346,1910,1960,608,4
LANGSETT-MOOR-CATCLOUGH,YORKSHIRE WEST RIDING,53.4820,-1.7423,1910,1960,607,5
LANGSETT-MOOR-FIDDLERS-GREEN,YORKSHIRE WEST RIDING,53.4956,-1.7724,1910,1960,610,2
LANGSETT-MOOR-FLOUCH-ROAD,YORKSHIRE WEST RIDING,53.4999,-1.6924,1898,1960,756,0
LANGSETT-MOOR-MICKLEDEN,YORKSHIRE WEST RIDING,53.4856,-1.7121,1910,1960,608,4
LANGSETT-MOOR-MIDHOPE,YORKSHIRE WEST RIDING,53.4909,-1.6714,1910,1960,612,0
LANGSETT-MOOR-PIKE-LOWE,YORKSHIRE WEST RIDING,53.4729,-1.6866,1894,1911,197,19
LANGSETT-MOOR-SWINDEN-LODGE,YORKSHIRE WEST RIDING,53.5045,-1.7165,1910,1960,612,0
LANGSETT-MOOR-UPPER-MIDHOPE,YORKSHIRE WEST RIDING,53.4954,-1.6774,1894,1960,794,10
LANGTOFT-SCHOOL,YORKSHIRE EAST RIDING,54.0890,-0.4590,1939,1960,249,15
LANRICK-CASTLE,PERTHSHIRE,56.2023,-4.1180,1851,1909,660,48
LARGIE-CASTLE,ARGYLL,55.6538,-5.6591,1902,1960,664,44
LARGS-BRISBANE,AYRSHIRE,55.8172,-4.8608,1808,1867,340,380
LARGS-MANSFIELD,AYRSHIRE,55.8006,-4.8701,1842,1876,418,2
LARGS-MIDDLETON-FILTERS,AYRSHIRE,55.8218,-4.8509,1930,1960,367,5
LARGS-STEVENSON-INST,AYRSHIRE,55.7971,-4.8666,1929,1959,363,9
LARNE-SALLAGH-SPRINGS,ANTRIM,54.8738,-5.9005,1917,1959,513,3
LARTINGTON-FILTERS,YORKSHIRE NORTH RIDING,54.5570,-1.9830,1929,1960,377,7
LAUNCESTON-ALTARNUN,CORNWALL,50.6052,-4.5126,1864,1925,741,3
LAUNCESTON-HEXWORTHY,CORNWALL,50.6056,-4.3190,1865,1941,680,244
LAUNCESTON-LANDUE,CORNWALL,50.5937,-4.3311,1849,1959,772,560
LAUNCESTON-POLAPIT-TAMAR,DEVON,50.6794,-4.3623,1870,1931,736,8
LAUNCESTON-SOUTH-PETHERWIN,CORNWALL,50.6150,-4.3887,1873,1890,213,3
LAVENHAM-HALL,SUFFOLK,52.1072,0.7891,1878,1906,336,12
LAWRENCEKIRK-JOHNSTON-LODGE,KINCARDINESHIRE,56.8215,-2.4653,1856,1951,762,390
LEA-BRIDGE-WW,ESSEX,51.5636,-0.0365,1893,1960,816,0
LEADHILLS-LANARK,LANARKSHIRE,55.4175,-3.7605,1813,1960,486,1290
LEAKE-LADE-BANK-ENGINES,LINCOLNSHIRE,53.0690,0.0550,1883,1960,933,3
LEAMINGTON-SPA-PUMP-ROOM-GDNS,WARWICKSHIRE,52.2858,-1.5382,1911,1958,568,8
LEAMINGTON-THE-PARADE,WARWICKSHIRE,52.2903,-1.5367,1862,1901,480,0
LEATHERHEAD-DOWNSIDE,SURREY,51.2856,-0.3200,1889,1912,281,7
LEATHLEY-LINDLEY-WOOD,YORKSHIRE WEST RIDING,53.9331,-1.6710,1886,1960,900,0
LEATHLEY-LINDLEY-WOOD-N,YORKSHIRE WEST RIDING,53.9412,-1.6755,1886,1922,434,10
LECHLADE,GLOUCESTERSHIRE,51.6950,-1.6946,1879,1906,329,7
LECHLADE-CLAYDON-HOUSE,GLOUCESTERSHIRE,51.6993,-1.7236,1906,1951,541,11
LECHLADE-ST-JOHNS-LOCK,GLOUCESTERSHIRE,51.6902,-1.6802,1913,1960,576,0
LEDARD,PERTHSHIRE,56.2129,-4.4886,1853,1943,1072,20
LEDBURY-ORCHARDLEIGH,HEREFORDSHIRE,52.0342,-2.4271,1874,1921,576,0
LEDBURY-PUTLEY-COURT,HEREFORDSHIRE,52.0366,-2.5204,1882,1926,535,5
LEDBURY-UNDERDOWN,HEREFORDSHIRE,52.0307,-2.4154,1880,1934,649,11
LEDNATHIE,ANGUS (FORFAR),56.7539,-3.0826,1886,1928,515,1
LEE-BLESSINGTON-ROAD,KENT,51.4615,-0.0034,1865,1887,269,7
LEEDS-ALLERTON-HILL,YORKSHIRE WEST RIDING,53.8302,-1.5411,1866,1933,575,241
LEEDS-ECCUP-RES,YORKSHIRE WEST RIDING,53.8681,-1.5508,1844,1960,1393,11
LEEDS-ELMETE-HALL,YORKSHIRE WEST RIDING,53.8345,-1.4879,1871,1907,444,0
LEEDS-HOLBECK,YORKSHIRE WEST RIDING,53.7889,-1.5537,1842,1922,962,10
LEEDS-HORSFORTH,YORKSHIRE WEST RIDING,53.8341,-1.6292,1869,1901,390,6
LEEDS-KNOSTROP,YORKSHIRE WEST RIDING,53.7770,-1.5098,1895,1960,792,0
LEEDS-LEVENTHORPE-HALL,YORKSHIRE WEST RIDING,53.7650,-1.4417,1855,1885,372,0
LEEDS-PHILOSOPHICAL-HALL,YORKSHIRE WEST RIDING,53.7979,-1.5475,1823,1926,1122,126
LEEDS-SEACROFT,YORKSHIRE WEST RIDING,53.8065,-1.4715,1912,1960,588,0
LEEDS-WEETWOOD,YORKSHIRE WEST RIDING,53.8339,-1.5867,1865,1939,684,216
LEEDS-WEETWOOD-RES,YORKSHIRE WEST RIDING,53.8313,-1.5897,1868,1960,1116,0
LEEDS-WOODHOUSE-CLIFF,YORKSHIRE WEST RIDING,53.8177,-1.5595,1878,1900,276,0
LEEDS-WOODHOUSE-MOOR,YORKSHIRE WEST RIDING,53.8105,-1.5596,1868,1960,1116,0
LEEDS-WORTLEY-RES,YORKSHIRE WEST RIDING,53.7881,-1.5932,1881,1960,960,0
LEEK,STAFFORDSHIRE,53.1075,-2.0268,1856,1885,240,120
LEEK-HAREGATE,STAFFORDSHIRE,53.1165,-2.0104,1899,1934,432,0
LEEK-MOORHILL,STAFFORDSHIRE,53.1111,-2.0044,1901,1960,699,21
LEEK-RUDYARD,STAFFORDSHIRE,53.1210,-2.0747,1863,1907,525,15
LEEK-WALL-GRANGE,STAFFORDSHIRE,53.0796,-2.0522,1870,1960,1092,0
LEEK-WITHENS-UPPER-HULME,STAFFORDSHIRE,53.1551,-1.9850,1924,1960,426,18
LEEK-WOOTON-THE-LODGE,WARWICKSHIRE,52.3121,-1.5790,1907,1949,336,180
LEICESTER-GILROES-CEMETERY,LEICESTERSHIRE,52.6524,-1.1707,1911,1960,600,0
LEICESTER-LONDON-ROAD,LEICESTERSHIRE,52.6106,-1.1021,1835,1953,312,1116
LEICESTER-SQUARE,LEICESTERSHIRE,52.6333,-1.1326,1885,1960,900,12
LEICESTER-TOWERS,LEICESTERSHIRE,52.6473,-1.0880,1871,1960,1064,16
LEICESTER-TOWN-MUSEUM,LEICESTERSHIRE,52.6333,-1.1341,1856,1909,452,196
LEICESTER-WIGSTON-GRANGE,LEICESTERSHIRE,52.5915,-1.1046,1840,1875,408,24
LEIGH-BRICK-HOUSE,ESSEX,51.5561,0.6658,1916,1957,503,1
LEIGH-MIDDLETON-GREEN,STAFFORDSHIRE,52.9160,-2.0089,1939,1960,260,4
LEIGH-RES,ESSEX,51.5487,0.6322,1909,1952,526,2
LEIGH-SEWAGE-WORKS,LANCASHIRE,53.4875,-2.5124,1903,1960,696,0
LEISTON-LOWER-ABBEY,SUFFOLK,52.2354,1.5999,1909,1943,417,3
LEITH,MIDLOTHIAN (EDINBURGH),55.9792,-3.2019,1877,1921,533,7
LEITH-NAVIGATION-SCHOOL,MIDLOTHIAN (EDINBURGH),55.9777,-3.1778,1870,1921,603,21
LEOMINSTER-FAIRHOLME,HEREFORDSHIRE,52.2250,-2.7480,1880,1934,660,0
LEOMINSTER-HAMPTON-COURT,HEREFORDSHIRE,52.1678,-2.7047,1873,1907,414,6
LEOMINSTER-WEST-LODGE,HEREFORDSHIRE,52.2276,-2.7420,1857,1879,271,5
LERWICK-OBSERVATORY,SHETLAND,60.1384,-1.1845,1901,1960,616,104
LESLIE-LOTHRIE-RES,FIFE,56.2213,-3.2546,1870,1960,1092,0
LETCHWORTH-NEW-SEWAGE-WKS,BEDFORDSHIRE,51.9976,-0.2419,1927,1960,402,6
LETHEN,NAIRNSHIRE,57.5428,-3.7790,1929,1960,384,0
LETTERKENNY,DONEGAL,54.9321,-7.8035,1864,1874,114,18
LETTERSTON-TRE-CWN-HOUSE,PEMBROKESHIRE,51.9528,-4.9390,1940,1960,244,8
LEVENS-BEATHWAITE,WESTMORLAND,54.2689,-2.7892,1929,1960,384,0
LEWES-BEDFORD-LODGE,SUSSEX,50.8712,0.0037,1886,1916,372,0
LEWES-GLYNDE-PLACE,SUSSEX,50.8649,0.0676,1860,1891,384,0
LEWES-SOUTHMALLING,SUSSEX,50.8802,0.0171,1868,1898,372,0
LEWES-WW-KINGSTON,SUSSEX,50.8652,-0.0020,1908,1960,636,0
LEWIS-BERNERA,ROSS AND CROMARTY,58.2224,-6.8572,1859,1877,224,4
LEWISHAM-FOREST-HILL-RESERVOIR,KENT,51.4453,-0.0559,1889,1960,861,3
LEYBURN,YORKSHIRE NORTH RIDING,54.3110,-1.8320,1863,1894,347,37
LEYBURN-BOLTON-HALL,YORKSHIRE NORTH RIDING,54.3029,-1.8862,1872,1960,1067,1
LEYBURN-OVERDALE,YORKSHIRE NORTH RIDING,54.3060,-1.8230,1935,1954,228,12
LEYBURN-SPENNITHORNE,YORKSHIRE NORTH RIDING,54.2980,-1.7910,1925,1960,416,16
LEYLAND-WORDEN-HALL,LANCASHIRE,53.6816,-2.7025,1909,1946,438,18
LEYTON-OBSERVATORY,ESSEX,51.5768,-0.0060,1861,1886,148,164
LEYTON-SEWAGE-WORKS,ESSEX,51.5579,-0.0165,1903,1960,689,7
LHANBRYDE-BLACKHILLS-HOUSE,MORAY (ELGIN),57.6079,-3.2200,1916,1960,540,0
LIBERTON-ALNWICK-HILL,MIDLOTHIAN (EDINBURGH),55.9086,-3.1645,1879,1960,972,12
LIBERTON-COLLEGE-FARM,MIDLOTHIAN (EDINBURGH),55.9221,-3.1649,1914,1960,563,1
LIBERTON-THE-INCH,MIDLOTHIAN (EDINBURGH),55.9248,-3.1602,1908,1960,570,66
LICHFIELD-HANCH-RES,STAFFORDSHIRE,52.7209,-1.8489,1918,1960,516,0
LICHFIELD-MAPLE-HAYES,STAFFORDSHIRE,52.6831,-1.8594,1895,1917,264,12
LICHFIELD-ST-JOHN-STREET,STAFFORDSHIRE,52.6804,-1.8284,1905,1934,357,3
LIFTON-KELLY-HOUSE,DEVON,50.6106,-4.2686,1904,1932,348,0
LILLIESLEAF-RIDDELL,ROXBURGHSHIRE,55.5119,-2.7680,1892,1907,176,16
LIMAVADY,LONDONDERRY,55.0526,-6.9429,1879,1897,226,2
LIMAVADY-DRENAGH,LONDONDERRY,55.0595,-6.9319,1872,1960,1068,0
LIMERICK-KILCORNAN,LIMERICK,52.6150,-8.8820,1875,1902,311,25
LIMERICK-REBOGUE-ENGINE-STATION,LIMERICK,52.6690,-8.5950,1861,1879,220,8
LIMERICK-ROXBOROUGH,LIMERICK,52.6150,-8.6160,1889,1908,240,0
LINCOLN-BOULTHAM,LINCOLNSHIRE,53.2130,-0.5530,1875,1958,615,393
LINCOLN-BRANSTON-HALL,LINCOLNSHIRE,53.1920,-0.4780,1866,1914,588,0
LINCOLN-BRAYFORD-WHARF,LINCOLNSHIRE,53.2290,-0.5450,1880,1905,312,0
LINCOLN-BURTON-ROAD,LINCOLNSHIRE,53.2420,-0.5460,1926,1958,380,16
LINCOLN-DISNEY-PLACE,LINCOLNSHIRE,53.2350,-0.5330,1885,1921,444,0
LINCOLN-DODDINGTON,LINCOLNSHIRE,53.2190,-0.6540,1872,1918,562,2
LINCOLN-NORTON,LINCOLNSHIRE,53.2210,-0.5490,1875,1889,180,0
LINCOLN-RAILWAY-STATION,LINCOLNSHIRE,53.2240,-0.5440,1859,1922,766,2
LINCOLN-SESSIONS-HOUSE,LINCOLNSHIRE,53.2310,-0.5360,1904,1929,311,1
LINCOLN-SKELLINGTHORPE-HALL,LINCOLNSHIRE,53.2320,-0.6080,1874,1960,1029,15
LINCOLN-ST-BOTOLPHS,LINCOLNSHIRE,53.2180,-0.5460,1870,1911,492,12
LINCOLN-ST-CATHERINES,LINCOLNSHIRE,53.2130,-0.5490,1886,1904,228,0
LINCOLN-SWALLOWBECK,LINCOLNSHIRE,53.2010,-0.5820,1923,1960,449,7
LINCOLN-THE-CLOSE,LINCOLNSHIRE,53.2330,-0.5360,1888,1908,245,7
LINCOLN-THE-QUARRY,LINCOLNSHIRE,53.2340,-0.5290,1879,1898,240,0
LINDALE-ELLER-HOW,LANCASHIRE,54.2240,-2.9034,1919,1955,417,27
LINLITHGOW-GRANGE,WEST LOTHIAN (LINLITHGOW),55.9908,-3.6046,1912,1960,588,0
LINLITHGOW-PRESTON-HOUSE,WEST LOTHIAN (LINLITHGOW),55.9647,-3.6115,1906,1960,656,4
LINLITHGOW-ROCKVILLE,WEST LOTHIAN (LINLITHGOW),55.9738,-3.5991,1849,1905,634,50
LINSLADE,BUCKINGHAMSHIRE,51.9161,-0.6740,1849,1854,44,28
LINTON-CLIFTON-PARK,ROXBURGHSHIRE,55.5317,-2.3564,1928,1947,235,5
LISBURN-PROSPECT-HILL-SCHOOL,ANTRIM,54.5131,-6.0411,1876,1955,686,274
LISKEARD-DEAN-TERRACE,CORNWALL,50.4550,-4.4708,1864,1914,610,2
LISKEARD-PENMILDER,CORNWALL,50.4437,-4.4712,1895,1959,772,8
LISKEARD-ST-CLEER,CORNWALL,50.4807,-4.4891,1870,1914,524,16
LISMORE-MOUSEDALE,ARGYLL,56.4555,-5.6077,1833,1960,1491,45
LISS-KIPPENCES,HAMPSHIRE,51.0506,-0.8929,1906,1960,660,0
LISSAN,TYRONE,54.6817,-6.7665,1873,1916,526,2
LITLINGTON,SUSSEX,50.7958,0.1597,1896,1960,778,2
LITTLE-BREDY,DORSET,50.6992,-2.5861,1855,1915,360,372
